"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the error message with invalid username and password.","1","testThreeUnstableTest","Suite - Parallel Execution","Tue Mar 10 20:02:11 UTC 2026","passed","Tue Mar 10 20:02:11 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","2611","testOneValidLoginOne","Suite - Parallel Execution","Tue Mar 10 19:57:09 UTC 2026","passed","Tue Mar 10 19:57:11 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","1240","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Tue Mar 10 20:04:46 UTC 2026","passed","Tue Mar 10 20:04:48 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"The test will verify the ABTest scenario by forge an opt-out cookie.","945","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","Tue Mar 10 20:04:45 UTC 2026","passed","Tue Mar 10 20:04:46 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the error message with invalid username and password.","10","testOneUnstableTest","Suite - Parallel Execution","Tue Mar 10 19:57:09 UTC 2026","passed","Tue Mar 10 19:57:09 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the successful login with valid username and password.","1157","testTwoValidLoginTwo","Suite - Parallel Execution","Tue Mar 10 20:02:07 UTC 2026","passed","Tue Mar 10 20:02:08 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the 'Due' column sort functionality in an ascending order.","886","testDuesColumnAscendingSort","Suite - Parallel Execution","Tue Mar 10 20:04:46 UTC 2026","passed","Tue Mar 10 20:04:47 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","1119","testFourExpectedFailure","Suite - Parallel Execution","Tue Mar 10 20:04:43 UTC 2026","failed","Tue Mar 10 20:04:44 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","884","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","Tue Mar 10 20:04:45 UTC 2026","passed","Tue Mar 10 20:04:46 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1098","testOneExpectedFailure","Suite - Parallel Execution","Tue Mar 10 19:57:13 UTC 2026","failed","Tue Mar 10 19:57:14 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the successful login with valid username and password.","1498","testThreeValidLoginOne","Suite - Parallel Execution","Tue Mar 10 20:02:10 UTC 2026","passed","Tue Mar 10 20:02:11 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","2","testElementGetScreenshot","Suite - Parallel Execution","Tue Mar 10 19:56:57 UTC 2026","unknown","Tue Mar 10 19:56:57 UTC 2026","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"Verify the successful login with valid username and password.","1068","testThreeExpectedFailure","Suite - Parallel Execution","Tue Mar 10 20:02:13 UTC 2026","failed","Tue Mar 10 20:02:14 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the successful login with valid username and password.","1507","testThreeValidLoginTwo","Suite - Parallel Execution","Tue Mar 10 20:02:10 UTC 2026","passed","Tue Mar 10 20:02:11 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the successful login with valid username and password.","1220","testFourValidLoginOne","Suite - Parallel Execution","Tue Mar 10 20:04:41 UTC 2026","passed","Tue Mar 10 20:04:42 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"The test will verify the ABTest scenario by passing URL parameter.","815","Test_With_Opt_Out_Url","Suite - Parallel Execution","Tue Mar 10 20:04:45 UTC 2026","passed","Tue Mar 10 20:04:46 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the successful login with valid username and password.","2620","testOneValidLoginTwo","Suite - Parallel Execution","Tue Mar 10 19:57:09 UTC 2026","passed","Tue Mar 10 19:57:11 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the error message with invalid username and password.","0","testFourUnstableTest","Suite - Parallel Execution","Tue Mar 10 20:02:16 UTC 2026","passed","Tue Mar 10 20:02:16 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the successful login with valid username and password.","1113","testTwoExpectedFailure","Suite - Parallel Execution","Tue Mar 10 20:02:08 UTC 2026","failed","Tue Mar 10 20:02:09 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
