"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the successful login with valid username and password.","924","testFourValidLoginOne","Suite - Parallel Execution","Sun Jan 04 19:36:32 UTC 2026","passed","Sun Jan 04 19:36:33 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the 'Due' column sort functionality in an ascending order.","568","testDuesColumnAscendingSort","Suite - Parallel Execution","Sun Jan 04 19:36:36 UTC 2026","passed","Sun Jan 04 19:36:37 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","666","testThreeExpectedFailure","Suite - Parallel Execution","Sun Jan 04 19:36:30 UTC 2026","failed","Sun Jan 04 19:36:31 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the error message with invalid username and password.","0","testTwoUnstableTest","Suite - Parallel Execution","Sun Jan 04 19:36:25 UTC 2026","passed","Sun Jan 04 19:36:25 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"Verify the error message with invalid username and password.","0","testThreeUnstableTest","Suite - Parallel Execution","Sun Jan 04 19:36:28 UTC 2026","passed","Sun Jan 04 19:36:28 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","1032","testTwoValidLoginTwo","Suite - Parallel Execution","Sun Jan 04 19:36:24 UTC 2026","passed","Sun Jan 04 19:36:25 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the error message with invalid username and password.","3","testFourUnstableTest","Suite - Parallel Execution","Sun Jan 04 19:36:32 UTC 2026","passed","Sun Jan 04 19:36:32 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","915","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Sun Jan 04 19:36:36 UTC 2026","passed","Sun Jan 04 19:36:37 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the successful login with valid username and password.","656","testTwoExpectedFailure","Suite - Parallel Execution","Sun Jan 04 19:36:26 UTC 2026","failed","Sun Jan 04 19:36:27 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"Verify the successful login with valid username and password.","938","testThreeValidLoginOne","Suite - Parallel Execution","Sun Jan 04 19:36:28 UTC 2026","passed","Sun Jan 04 19:36:29 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","1264","testOneValidLoginTwo","Suite - Parallel Execution","Sun Jan 04 19:36:20 UTC 2026","passed","Sun Jan 04 19:36:21 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
