"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the successful login with valid username and password.","953","testTwoValidLoginTwo","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the successful login with valid username and password.","696","testFourExpectedFailure","Suite - Parallel Execution","2026-06-28","failed","2026-06-28","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the successful login with valid username and password.","719","testTwoExpectedFailure","Suite - Parallel Execution","2026-06-28","failed","2026-06-28","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"Verify the successful login with valid username and password.","1386","testThreeValidLoginTwo","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the successful login with valid username and password.","2225","testOneValidLoginOne","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"Verify the successful login with valid username and password.","689","testOneExpectedFailure","Suite - Parallel Execution","2026-06-28","failed","2026-06-28","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"The test will verify the ABTest scenario by passing URL parameter.","545","Test_With_Opt_Out_Url","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","546","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","923","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the successful login with valid username and password.","733","testThreeExpectedFailure","Suite - Parallel Execution","2026-06-28","failed","2026-06-28","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the error message with invalid username and password.","1","testFourUnstableTest","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the 'Due' column sort functionality in an ascending order.","585","testDuesColumnAscendingSort","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","1133","testFourValidLoginOne","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the successful login with valid username and password.","2236","testOneValidLoginTwo","Suite - Parallel Execution","2026-06-28","passed","2026-06-28","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
