"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","472","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","Fri Feb 27 19:53:09 UTC 2026","passed","Fri Feb 27 19:53:10 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1262","testFourValidLoginOne","Suite - Parallel Execution","Fri Feb 27 19:53:05 UTC 2026","passed","Fri Feb 27 19:53:07 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the error message with invalid username and password.","0","testFourUnstableTest","Suite - Parallel Execution","Fri Feb 27 19:53:06 UTC 2026","passed","Fri Feb 27 19:53:06 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the successful login with valid username and password.","1151","testFourValidLoginTwo","Suite - Parallel Execution","Fri Feb 27 19:53:05 UTC 2026","passed","Fri Feb 27 19:53:07 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the successful login with valid username and password.","472","testFourExpectedFailure","Suite - Parallel Execution","Fri Feb 27 19:53:08 UTC 2026","failed","Fri Feb 27 19:53:08 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the successful login with valid username and password.","499","testTwoExpectedFailure","Suite - Parallel Execution","Fri Feb 27 19:53:00 UTC 2026","failed","Fri Feb 27 19:53:01 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"Verify the successful login with valid username and password.","855","testThreeValidLoginTwo","Suite - Parallel Execution","Fri Feb 27 19:53:02 UTC 2026","passed","Fri Feb 27 19:53:03 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the successful login with valid username and password.","523","testThreeExpectedFailure","Suite - Parallel Execution","Fri Feb 27 19:53:04 UTC 2026","failed","Fri Feb 27 19:53:05 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the error message with invalid username and password.","10","testThreeUnstableTest","Suite - Parallel Execution","Fri Feb 27 19:53:02 UTC 2026","passed","Fri Feb 27 19:53:02 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","500","testOneExpectedFailure","Suite - Parallel Execution","Fri Feb 27 19:52:57 UTC 2026","failed","Fri Feb 27 19:52:57 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the error message with invalid username and password.","0","testTwoUnstableTest","Suite - Parallel Execution","Fri Feb 27 19:52:59 UTC 2026","passed","Fri Feb 27 19:52:59 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"Verify the 'Due' column sort functionality in an ascending order.","445","testDuesColumnAscendingSort","Suite - Parallel Execution","Fri Feb 27 19:53:10 UTC 2026","passed","Fri Feb 27 19:53:11 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","1000","testTwoValidLoginTwo","Suite - Parallel Execution","Fri Feb 27 19:52:58 UTC 2026","passed","Fri Feb 27 19:52:59 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the successful login with valid username and password.","830","testThreeValidLoginOne","Suite - Parallel Execution","Fri Feb 27 19:53:02 UTC 2026","passed","Fri Feb 27 19:53:03 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","1072","testOneValidLoginOne","Suite - Parallel Execution","Fri Feb 27 19:52:54 UTC 2026","passed","Fri Feb 27 19:52:55 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"The test will verify the ABTest scenario by forge an opt-out cookie.","531","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","Fri Feb 27 19:53:09 UTC 2026","passed","Fri Feb 27 19:53:10 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the successful login with valid username and password.","1064","testOneValidLoginTwo","Suite - Parallel Execution","Fri Feb 27 19:52:54 UTC 2026","passed","Fri Feb 27 19:52:55 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the error message with invalid username and password.","10","testOneUnstableTest","Suite - Parallel Execution","Fri Feb 27 19:52:54 UTC 2026","passed","Fri Feb 27 19:52:54 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the successful login with valid username and password.","1163","testTwoValidLoginOne","Suite - Parallel Execution","Fri Feb 27 19:52:58 UTC 2026","passed","Fri Feb 27 19:52:59 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","845","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Fri Feb 27 19:53:10 UTC 2026","passed","Fri Feb 27 19:53:11 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"The test will verify the ABTest scenario by passing URL parameter.","510","Test_With_Opt_Out_Url","Suite - Parallel Execution","Fri Feb 27 19:53:09 UTC 2026","passed","Fri Feb 27 19:53:10 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","Fri Feb 27 19:52:52 UTC 2026","unknown","Fri Feb 27 19:52:52 UTC 2026","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
