"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the successful login with valid username and password.","1127","testTwoValidLoginTwo","Suite - Parallel Execution","Tue Apr 21 20:14:24 UTC 2026","passed","Tue Apr 21 20:14:25 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the error message with invalid username and password.","10","testOneUnstableTest","Suite - Parallel Execution","Tue Apr 21 20:14:19 UTC 2026","passed","Tue Apr 21 20:14:19 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the successful login with valid username and password.","882","testOneExpectedFailure","Suite - Parallel Execution","Tue Apr 21 20:14:22 UTC 2026","failed","Tue Apr 21 20:14:23 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the successful login with valid username and password.","145556","testFourExpectedFailure","Suite - Parallel Execution","Tue Apr 21 20:16:09 UTC 2026","passed","Tue Apr 21 20:18:35 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the error message with invalid username and password.","1","testTwoUnstableTest","Suite - Parallel Execution","Tue Apr 21 20:14:24 UTC 2026","passed","Tue Apr 21 20:14:24 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","Tue Apr 21 20:14:06 UTC 2026","unknown","Tue Apr 21 20:14:06 UTC 2026","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"Verify the error message with invalid username and password.","4","testThreeUnstableTest","Suite - Parallel Execution","Tue Apr 21 20:14:29 UTC 2026","passed","Tue Apr 21 20:14:29 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","1317","testOneValidLoginOne","Suite - Parallel Execution","Tue Apr 21 20:14:19 UTC 2026","passed","Tue Apr 21 20:14:20 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"Verify the successful login with valid username and password.","936","testTwoExpectedFailure","Suite - Parallel Execution","Tue Apr 21 20:14:27 UTC 2026","failed","Tue Apr 21 20:14:28 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"Verify the successful login with valid username and password.","894","testFourValidLoginOne","Suite - Parallel Execution","Tue Apr 21 20:18:35 UTC 2026","passed","Tue Apr 21 20:18:36 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"The test will verify the ABTest scenario by passing URL parameter.","608","Test_With_Opt_Out_Url","Suite - Parallel Execution","Tue Apr 21 20:18:36 UTC 2026","passed","Tue Apr 21 20:18:37 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","1053","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Tue Apr 21 20:18:38 UTC 2026","passed","Tue Apr 21 20:18:39 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the 'Due' column sort functionality in an ascending order.","743","testDuesColumnAscendingSort","Suite - Parallel Execution","Tue Apr 21 20:18:38 UTC 2026","passed","Tue Apr 21 20:18:38 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","145607","testFourValidLoginTwo","Suite - Parallel Execution","Tue Apr 21 20:16:09 UTC 2026","passed","Tue Apr 21 20:18:35 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the successful login with valid username and password.","1328","testOneValidLoginTwo","Suite - Parallel Execution","Tue Apr 21 20:14:19 UTC 2026","passed","Tue Apr 21 20:14:20 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the error message with invalid username and password.","1","testFourUnstableTest","Suite - Parallel Execution","Tue Apr 21 20:16:10 UTC 2026","passed","Tue Apr 21 20:16:10 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the successful login with valid username and password.","1151","testThreeValidLoginTwo","Suite - Parallel Execution","Tue Apr 21 20:16:06 UTC 2026","passed","Tue Apr 21 20:16:08 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","819","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","Tue Apr 21 20:18:36 UTC 2026","passed","Tue Apr 21 20:18:37 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1214","testThreeValidLoginOne","Suite - Parallel Execution","Tue Apr 21 20:14:29 UTC 2026","passed","Tue Apr 21 20:14:30 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","883","testThreeExpectedFailure","Suite - Parallel Execution","Tue Apr 21 20:16:07 UTC 2026","failed","Tue Apr 21 20:16:08 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the successful login with valid username and password.","1256","testTwoValidLoginOne","Suite - Parallel Execution","Tue Apr 21 20:14:24 UTC 2026","passed","Tue Apr 21 20:14:25 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"The test will verify the ABTest scenario by forge an opt-out cookie.","834","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","Tue Apr 21 20:18:36 UTC 2026","passed","Tue Apr 21 20:18:37 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
