"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the successful login with valid username and password.","1537","testOneExpectedFailure","Suite - Parallel Execution","2026-08-12","failed","2026-08-12","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the successful login with valid username and password.","1937","testThreeValidLoginOne","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"The test will verify the ABTest scenario by passing URL parameter.","1254","Test_With_Opt_Out_Url","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the error message with invalid username and password.","0","testThreeUnstableTest","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the error message with invalid username and password.","1","testOneUnstableTest","Suite - Parallel Execution","2026-08-12","failed","2026-08-12","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the successful login with valid username and password.","1511","testThreeExpectedFailure","Suite - Parallel Execution","2026-08-12","failed","2026-08-12","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the successful login with valid username and password.","1929","testFourValidLoginTwo","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the 'Due' column sort functionality in an ascending order.","1286","testDuesColumnAscendingSort","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","2453","testOneValidLoginOne","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"Verify the successful login with valid username and password.","2120","testTwoValidLoginTwo","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","1628","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","1361","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","2111","testTwoValidLoginOne","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"Verify the error message with invalid username and password.","0","testFourUnstableTest","Suite - Parallel Execution","2026-08-12","passed","2026-08-12","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","2026-08-12","unknown","2026-08-12","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"Verify the successful login with valid username and password.","1567","testTwoExpectedFailure","Suite - Parallel Execution","2026-08-12","failed","2026-08-12","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
