"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the 'Due' column sort functionality in an ascending order.","463","testDuesColumnAscendingSort","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","495","testFourExpectedFailure","Suite - Parallel Execution","2026-06-07","failed","2026-06-07","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the successful login with valid username and password.","513","testThreeExpectedFailure","Suite - Parallel Execution","2026-06-07","failed","2026-06-07","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the successful login with valid username and password.","1729","testThreeValidLoginTwo","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the successful login with valid username and password.","1773","testOneValidLoginTwo","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the successful login with valid username and password.","1781","testOneValidLoginOne","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"Verify the error message with invalid username and password.","1","testFourUnstableTest","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","813","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the successful login with valid username and password.","1756","testThreeValidLoginOne","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the error message with invalid username and password.","0","testThreeUnstableTest","Suite - Parallel Execution","2026-06-07","failed","2026-06-07","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"The test will verify the ABTest scenario by passing URL parameter.","560","Test_With_Opt_Out_Url","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"The test will verify the ABTest scenario by forge an opt-out cookie.","485","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the successful login with valid username and password.","485","testTwoExpectedFailure","Suite - Parallel Execution","2026-06-07","failed","2026-06-07","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","489","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the error message with invalid username and password.","11","testOneUnstableTest","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the successful login with valid username and password.","891","testTwoValidLoginTwo","Suite - Parallel Execution","2026-06-07","passed","2026-06-07","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","2026-06-07","unknown","2026-06-07","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
