"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the successful login with valid username and password.","686","testTwoExpectedFailure","Suite - Parallel Execution","Tue Feb 03 19:58:31 UTC 2026","failed","Tue Feb 03 19:58:32 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"The test will verify the ABTest scenario by passing URL parameter.","503","Test_With_Opt_Out_Url","Suite - Parallel Execution","Tue Feb 03 19:59:26 UTC 2026","passed","Tue Feb 03 19:59:27 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the successful login with valid username and password.","48831","testThreeValidLoginOne","Suite - Parallel Execution","Tue Feb 03 19:58:33 UTC 2026","passed","Tue Feb 03 19:59:21 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","656","testOneExpectedFailure","Suite - Parallel Execution","Tue Feb 03 19:58:27 UTC 2026","failed","Tue Feb 03 19:58:27 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the error message with invalid username and password.","1","testThreeUnstableTest","Suite - Parallel Execution","Tue Feb 03 19:58:33 UTC 2026","passed","Tue Feb 03 19:58:33 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"The test will verify the ABTest scenario by forge an opt-out cookie.","448","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","Tue Feb 03 19:59:26 UTC 2026","passed","Tue Feb 03 19:59:27 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the error message with invalid username and password.","3","testFourUnstableTest","Suite - Parallel Execution","Tue Feb 03 19:59:23 UTC 2026","passed","Tue Feb 03 19:59:23 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the 'Due' column sort functionality in an ascending order.","442","testDuesColumnAscendingSort","Suite - Parallel Execution","Tue Feb 03 19:59:27 UTC 2026","passed","Tue Feb 03 19:59:28 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","1779","testOneValidLoginTwo","Suite - Parallel Execution","Tue Feb 03 19:58:24 UTC 2026","passed","Tue Feb 03 19:58:25 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the successful login with valid username and password.","744","testFourValidLoginOne","Suite - Parallel Execution","Tue Feb 03 19:59:24 UTC 2026","passed","Tue Feb 03 19:59:25 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
