"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","1685","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","2026-07-17","passed","2026-07-17","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the successful login with valid username and password.","1579","testOneExpectedFailure","Suite - Parallel Execution","2026-07-17","failed","2026-07-17","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the successful login with valid username and password.","2016","testThreeValidLoginOne","Suite - Parallel Execution","2026-07-17","passed","2026-07-17","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","2026-07-17","unknown","2026-07-17","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"Verify the successful login with valid username and password.","2099","testFourValidLoginOne","Suite - Parallel Execution","2026-07-17","passed","2026-07-17","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"The test will verify the ABTest scenario by passing URL parameter.","1260","Test_With_Opt_Out_Url","Suite - Parallel Execution","2026-07-17","passed","2026-07-17","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the successful login with valid username and password.","1945","testThreeValidLoginTwo","Suite - Parallel Execution","2026-07-17","passed","2026-07-17","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the successful login with valid username and password.","1574","testThreeExpectedFailure","Suite - Parallel Execution","2026-07-17","failed","2026-07-17","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","1366","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","2026-07-17","passed","2026-07-17","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1605","testTwoExpectedFailure","Suite - Parallel Execution","2026-07-17","failed","2026-07-17","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
