"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the successful login with valid username and password.","1230","testFourValidLoginTwo","Suite - Parallel Execution","Sat May 16 20:11:11 UTC 2026","passed","Sat May 16 20:11:12 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the successful login with valid username and password.","1793","testOneValidLoginTwo","Suite - Parallel Execution","Sat May 16 20:10:56 UTC 2026","passed","Sat May 16 20:10:58 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the error message with invalid username and password.","4","testTwoUnstableTest","Suite - Parallel Execution","Sat May 16 20:11:03 UTC 2026","passed","Sat May 16 20:11:03 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"Verify the successful login with valid username and password.","1283","testTwoValidLoginTwo","Suite - Parallel Execution","Sat May 16 20:11:02 UTC 2026","passed","Sat May 16 20:11:03 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"The test will verify the ABTest scenario by forge an opt-out cookie.","605","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","Sat May 16 20:11:15 UTC 2026","passed","Sat May 16 20:11:15 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the error message with invalid username and password.","15","testOneUnstableTest","Suite - Parallel Execution","Sat May 16 20:10:56 UTC 2026","passed","Sat May 16 20:10:56 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"The test will verify the ABTest scenario by passing URL parameter.","596","Test_With_Opt_Out_Url","Suite - Parallel Execution","Sat May 16 20:11:15 UTC 2026","passed","Sat May 16 20:11:15 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","888","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Sat May 16 20:11:16 UTC 2026","passed","Sat May 16 20:11:17 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the error message with invalid username and password.","1","testFourUnstableTest","Suite - Parallel Execution","Sat May 16 20:11:11 UTC 2026","passed","Sat May 16 20:11:11 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the successful login with valid username and password.","1282","testTwoValidLoginOne","Suite - Parallel Execution","Sat May 16 20:11:02 UTC 2026","passed","Sat May 16 20:11:03 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"Verify the successful login with valid username and password.","1110","testFourValidLoginOne","Suite - Parallel Execution","Sat May 16 20:11:11 UTC 2026","passed","Sat May 16 20:11:12 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the successful login with valid username and password.","701","testFourExpectedFailure","Suite - Parallel Execution","Sat May 16 20:11:13 UTC 2026","failed","Sat May 16 20:11:14 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the 'Due' column sort functionality in an ascending order.","563","testDuesColumnAscendingSort","Suite - Parallel Execution","Sat May 16 20:11:16 UTC 2026","passed","Sat May 16 20:11:16 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","681","testOneExpectedFailure","Suite - Parallel Execution","Sat May 16 20:11:00 UTC 2026","failed","Sat May 16 20:11:00 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
