"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","2","testElementGetScreenshot","Suite - Parallel Execution","Tue Dec 23 19:37:02 UTC 2025","unknown","Tue Dec 23 19:37:02 UTC 2025","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"Verify the successful login with valid username and password.","449","testFourExpectedFailure","Suite - Parallel Execution","Tue Dec 23 19:37:26 UTC 2025","failed","Tue Dec 23 19:37:26 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","746","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Tue Dec 23 19:37:28 UTC 2025","passed","Tue Dec 23 19:37:28 UTC 2025","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"The test will verify the ABTest scenario by passing URL parameter.","418","Test_With_Opt_Out_Url","Suite - Parallel Execution","Tue Dec 23 19:37:27 UTC 2025","passed","Tue Dec 23 19:37:27 UTC 2025","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the successful login with valid username and password.","964","testThreeValidLoginTwo","Suite - Parallel Execution","Tue Dec 23 19:37:20 UTC 2025","passed","Tue Dec 23 19:37:21 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the successful login with valid username and password.","986","testThreeValidLoginOne","Suite - Parallel Execution","Tue Dec 23 19:37:20 UTC 2025","passed","Tue Dec 23 19:37:21 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","1005","testFourValidLoginTwo","Suite - Parallel Execution","Tue Dec 23 19:37:23 UTC 2025","passed","Tue Dec 23 19:37:24 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the successful login with valid username and password.","451","testOneExpectedFailure","Suite - Parallel Execution","Tue Dec 23 19:37:15 UTC 2025","failed","Tue Dec 23 19:37:15 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the error message with invalid username and password.","0","testFourUnstableTest","Suite - Parallel Execution","Tue Dec 23 19:37:25 UTC 2025","passed","Tue Dec 23 19:37:25 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the error message with invalid username and password.","3","testOneUnstableTest","Suite - Parallel Execution","Tue Dec 23 19:37:13 UTC 2025","passed","Tue Dec 23 19:37:13 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the successful login with valid username and password.","785","testTwoValidLoginOne","Suite - Parallel Execution","Tue Dec 23 19:37:16 UTC 2025","passed","Tue Dec 23 19:37:17 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"Verify the error message with invalid username and password.","1","testTwoUnstableTest","Suite - Parallel Execution","Tue Dec 23 19:37:16 UTC 2025","passed","Tue Dec 23 19:37:16 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"Verify the successful login with valid username and password.","506","testTwoExpectedFailure","Suite - Parallel Execution","Tue Dec 23 19:37:18 UTC 2025","failed","Tue Dec 23 19:37:19 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","413","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","Tue Dec 23 19:37:27 UTC 2025","passed","Tue Dec 23 19:37:27 UTC 2025","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1425","testOneValidLoginOne","Suite - Parallel Execution","Tue Dec 23 19:37:12 UTC 2025","passed","Tue Dec 23 19:37:14 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"The test will verify the ABTest scenario by forge an opt-out cookie.","476","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","Tue Dec 23 19:37:27 UTC 2025","passed","Tue Dec 23 19:37:27 UTC 2025","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the error message with invalid username and password.","0","testThreeUnstableTest","Suite - Parallel Execution","Tue Dec 23 19:37:21 UTC 2025","passed","Tue Dec 23 19:37:21 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","1432","testOneValidLoginTwo","Suite - Parallel Execution","Tue Dec 23 19:37:12 UTC 2025","passed","Tue Dec 23 19:37:14 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the successful login with valid username and password.","1065","testFourValidLoginOne","Suite - Parallel Execution","Tue Dec 23 19:37:23 UTC 2025","passed","Tue Dec 23 19:37:24 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the successful login with valid username and password.","451","testThreeExpectedFailure","Suite - Parallel Execution","Tue Dec 23 19:37:22 UTC 2025","failed","Tue Dec 23 19:37:22 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the 'Due' column sort functionality in an ascending order.","377","testDuesColumnAscendingSort","Suite - Parallel Execution","Tue Dec 23 19:37:28 UTC 2025","passed","Tue Dec 23 19:37:28 UTC 2025","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the successful login with valid username and password.","770","testTwoValidLoginTwo","Suite - Parallel Execution","Tue Dec 23 19:37:16 UTC 2025","passed","Tue Dec 23 19:37:17 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
