"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","808","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Thu Apr 23 20:33:14 UTC 2026","passed","Thu Apr 23 20:33:15 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the successful login with valid username and password.","641","testOneValidLoginOne","Suite - Parallel Execution","Thu Apr 23 20:30:37 UTC 2026","passed","Thu Apr 23 20:30:37 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","Thu Apr 23 20:30:16 UTC 2026","unknown","Thu Apr 23 20:30:16 UTC 2026","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","446","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","Thu Apr 23 20:33:13 UTC 2026","passed","Thu Apr 23 20:33:14 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1159","testFourValidLoginTwo","Suite - Parallel Execution","Thu Apr 23 20:33:10 UTC 2026","passed","Thu Apr 23 20:33:11 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the successful login with valid username and password.","1192","testFourValidLoginOne","Suite - Parallel Execution","Thu Apr 23 20:33:10 UTC 2026","passed","Thu Apr 23 20:33:11 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the successful login with valid username and password.","145201","testThreeValidLoginOne","Suite - Parallel Execution","Thu Apr 23 20:30:43 UTC 2026","passed","Thu Apr 23 20:33:08 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","886","testTwoValidLoginTwo","Suite - Parallel Execution","Thu Apr 23 20:30:39 UTC 2026","passed","Thu Apr 23 20:30:40 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the error message with invalid username and password.","0","testThreeUnstableTest","Suite - Parallel Execution","Thu Apr 23 20:30:44 UTC 2026","passed","Thu Apr 23 20:30:44 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","479","testFourExpectedFailure","Suite - Parallel Execution","Thu Apr 23 20:33:12 UTC 2026","failed","Thu Apr 23 20:33:13 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
