"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the error message with invalid username and password.","7","testFourUnstableTest","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the successful login with valid username and password.","96859","testThreeValidLoginOne","Suite - Parallel Execution","2026-08-04","broken","2026-08-04","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","812","testTwoValidLoginOne","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"Verify the 'Due' column sort functionality in an ascending order.","599","testDuesColumnAscendingSort","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"Verify the error message with invalid username and password.","24","testOneUnstableTest","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the successful login with valid username and password.","559","testThreeValidLoginTwo","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the successful login with valid username and password.","1150","testFourValidLoginTwo","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the error message with invalid username and password.","0","testTwoUnstableTest","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"The test will verify the ABTest scenario by passing URL parameter.","634","Test_With_Opt_Out_Url","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"The test will verify the ABTest scenario by forge an opt-out cookie.","676","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the successful login with valid username and password.","578","testTwoValidLoginTwo","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the successful login with valid username and password.","537","testFourExpectedFailure","Suite - Parallel Execution","2026-08-04","failed","2026-08-04","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the successful login with valid username and password.","96820","testThreeExpectedFailure","Suite - Parallel Execution","2026-08-04","failed","2026-08-04","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the successful login with valid username and password.","553","testOneExpectedFailure","Suite - Parallel Execution","2026-08-04","failed","2026-08-04","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the successful login with valid username and password.","1528","testOneValidLoginTwo","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the successful login with valid username and password.","909","testTwoExpectedFailure","Suite - Parallel Execution","2026-08-04","failed","2026-08-04","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","853","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the error message with invalid username and password.","0","testThreeUnstableTest","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","1136","testFourValidLoginOne","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the successful login with valid username and password.","1533","testOneValidLoginOne","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","594","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","2026-08-04","passed","2026-08-04","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","2","testElementGetScreenshot","Suite - Parallel Execution","2026-08-04","unknown","2026-08-04","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
