"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","Sun Dec 14 11:05:18 UTC 2025","unknown","Sun Dec 14 11:05:18 UTC 2025","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"Verify the successful login with valid username and password.","1821","testOneValidLoginTwo","Suite - Parallel Execution","Sun Dec 14 11:05:29 UTC 2025","passed","Sun Dec 14 11:05:30 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo"
"Verify the successful login with valid username and password.","1302","testThreeValidLoginTwo","Suite - Parallel Execution","Sun Dec 14 11:05:39 UTC 2025","passed","Sun Dec 14 11:05:41 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"Verify the error message with invalid username and password.","2","testFourUnstableTest","Suite - Parallel Execution","Sun Dec 14 11:05:45 UTC 2025","failed","Sun Dec 14 11:05:45 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the error message with invalid username and password.","0","testTwoUnstableTest","Suite - Parallel Execution","Sun Dec 14 11:05:34 UTC 2025","passed","Sun Dec 14 11:05:34 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"Verify the successful login with valid username and password.","1061","testTwoExpectedFailure","Suite - Parallel Execution","Sun Dec 14 11:05:37 UTC 2025","failed","Sun Dec 14 11:05:38 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"Verify the 'Due' column sort functionality in an ascending order.","856","testDuesColumnAscendingSort","Suite - Parallel Execution","Sun Dec 14 11:05:51 UTC 2025","passed","Sun Dec 14 11:05:51 UTC 2025","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort"
"The test will verify the ABTest scenario by forge an opt-out cookie.","911","Test_With_Cookie_Before_Visiting_Page","Suite - Parallel Execution","Sun Dec 14 11:05:49 UTC 2025","passed","Sun Dec 14 11:05:50 UTC 2025","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page"
"Verify the error message with invalid username and password.","1","testOneUnstableTest","Suite - Parallel Execution","Sun Dec 14 11:05:29 UTC 2025","passed","Sun Dec 14 11:05:29 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","1359","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Sun Dec 14 11:05:51 UTC 2025","passed","Sun Dec 14 11:05:52 UTC 2025","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the error message with invalid username and password.","5","testThreeUnstableTest","Suite - Parallel Execution","Sun Dec 14 11:05:39 UTC 2025","passed","Sun Dec 14 11:05:39 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest"
"Verify the successful login with valid username and password.","1530","testFourValidLoginOne","Suite - Parallel Execution","Sun Dec 14 11:05:44 UTC 2025","passed","Sun Dec 14 11:05:46 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the successful login with valid username and password.","1276","testTwoValidLoginOne","Suite - Parallel Execution","Sun Dec 14 11:05:34 UTC 2025","passed","Sun Dec 14 11:05:36 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"The test will verify the ABTest scenario by passing URL parameter.","744","Test_With_Opt_Out_Url","Suite - Parallel Execution","Sun Dec 14 11:05:49 UTC 2025","passed","Sun Dec 14 11:05:50 UTC 2025","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the successful login with valid username and password.","1278","testTwoValidLoginTwo","Suite - Parallel Execution","Sun Dec 14 11:05:34 UTC 2025","passed","Sun Dec 14 11:05:36 UTC 2025","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the successful login with valid username and password.","1821","testOneValidLoginOne","Suite - Parallel Execution","Sun Dec 14 11:05:29 UTC 2025","passed","Sun Dec 14 11:05:30 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","797","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","Sun Dec 14 11:05:49 UTC 2025","passed","Sun Dec 14 11:05:50 UTC 2025","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1082","testFourExpectedFailure","Suite - Parallel Execution","Sun Dec 14 11:05:47 UTC 2025","failed","Sun Dec 14 11:05:49 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"Verify the successful login with valid username and password.","1101","testOneExpectedFailure","Suite - Parallel Execution","Sun Dec 14 11:05:32 UTC 2025","failed","Sun Dec 14 11:05:33 UTC 2025","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the successful login with valid username and password.","1084","testThreeExpectedFailure","Suite - Parallel Execution","Sun Dec 14 11:05:42 UTC 2025","failed","Sun Dec 14 11:05:43 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
"Verify the successful login with valid username and password.","1394","testThreeValidLoginOne","Suite - Parallel Execution","Sun Dec 14 11:05:39 UTC 2025","passed","Sun Dec 14 11:05:41 UTC 2025","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the successful login with valid username and password.","1552","testFourValidLoginTwo","Suite - Parallel Execution","Sun Dec 14 11:05:44 UTC 2025","passed","Sun Dec 14 11:05:46 UTC 2025","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
