"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the successful login with valid username and password.","1641","testTwoValidLoginTwo","Suite - Parallel Execution","Sat Jan 03 19:36:17 UTC 2026","passed","Sat Jan 03 19:36:19 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo"
"Verify the successful login with valid username and password.","1399","testThreeValidLoginTwo","Suite - Parallel Execution","Sat Jan 03 19:39:37 UTC 2026","passed","Sat Jan 03 19:39:39 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo"
"The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page.","1134","Test_With_Cookie_After_Visiting_Page","Suite - Parallel Execution","Sat Jan 03 19:39:45 UTC 2026","passed","Sat Jan 03 19:39:47 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page"
"Verify the successful login with valid username and password.","1473","testThreeValidLoginOne","Suite - Parallel Execution","Sat Jan 03 19:38:01 UTC 2026","passed","Sat Jan 03 19:38:03 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne"
"Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature.","1","testElementGetScreenshot","Suite - Parallel Execution","Sat Jan 03 19:36:08 UTC 2026","unknown","Sat Jan 03 19:36:08 UTC 2026","test.java.tests.selenium.TestElementGetScreenshot","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot"
"Verify the successful login with valid username and password.","1348","testFourExpectedFailure","Suite - Parallel Execution","Sat Jan 03 19:39:43 UTC 2026","failed","Sat Jan 03 19:39:45 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure"
"The test will verify the ABTest scenario by passing URL parameter.","1039","Test_With_Opt_Out_Url","Suite - Parallel Execution","Sat Jan 03 19:39:46 UTC 2026","passed","Sat Jan 03 19:39:47 UTC 2026","test.java.tests.theInternet.ABTestOptOut","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url"
"Verify the error message with invalid username and password.","0","testTwoUnstableTest","Suite - Parallel Execution","Sat Jan 03 19:36:18 UTC 2026","passed","Sat Jan 03 19:36:18 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest"
"Verify the successful login with valid username and password.","1375","testOneExpectedFailure","Suite - Parallel Execution","Sat Jan 03 19:36:15 UTC 2026","failed","Sat Jan 03 19:36:16 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure"
"Verify the successful login with valid username and password.","1635","testFourValidLoginTwo","Suite - Parallel Execution","Sat Jan 03 19:39:40 UTC 2026","passed","Sat Jan 03 19:39:41 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo"
"Verify the successful login with valid username and password.","1439","testTwoExpectedFailure","Suite - Parallel Execution","Sat Jan 03 19:36:21 UTC 2026","failed","Sat Jan 03 19:36:22 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure"
"Verify the error message with invalid username and password.","18","testOneUnstableTest","Suite - Parallel Execution","Sat Jan 03 19:36:11 UTC 2026","passed","Sat Jan 03 19:36:11 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest"
"Verify the error message with invalid username and password.","1","testFourUnstableTest","Suite - Parallel Execution","Sat Jan 03 19:39:41 UTC 2026","failed","Sat Jan 03 19:39:41 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest"
"Verify the successful login with valid username and password.","1635","testTwoValidLoginOne","Suite - Parallel Execution","Sat Jan 03 19:36:17 UTC 2026","passed","Sat Jan 03 19:36:19 UTC 2026","test.java.tests.theInternet.parallel.TestTwo","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne"
"Verify the 'Due' column sort functionality in an ascending order with step level screenshot.","1439","testDuesColumnAscendingSortWithStepLevelScreenshot","Suite - Parallel Execution","Sat Jan 03 19:39:47 UTC 2026","passed","Sat Jan 03 19:39:49 UTC 2026","test.java.tests.theInternet.TestTables","Test Parallel Execution","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSortWithStepLevelScreenshot"
"Verify the successful login with valid username and password.","1675","testOneValidLoginOne","Suite - Parallel Execution","Sat Jan 03 19:36:11 UTC 2026","passed","Sat Jan 03 19:36:13 UTC 2026","test.java.tests.theInternet.parallel.TestOne","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne"
"Verify the successful login with valid username and password.","1629","testFourValidLoginOne","Suite - Parallel Execution","Sat Jan 03 19:39:40 UTC 2026","passed","Sat Jan 03 19:39:41 UTC 2026","test.java.tests.theInternet.parallel.TestFour","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne"
"Verify the successful login with valid username and password.","1406","testThreeExpectedFailure","Suite - Parallel Execution","Sat Jan 03 19:38:03 UTC 2026","failed","Sat Jan 03 19:38:04 UTC 2026","test.java.tests.theInternet.parallel.TestThree","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure"
